host_time_utc,host_elapsed_s,sequence,timestamp_us,raw_x,raw_y,raw_z,median_x,median_y,median_z,calibrated_x_g,calibrated_y_g,calibrated_z_g,filtered_x_g,filtered_y_g,filtered_z_g,filtered_x_ms2,filtered_y_ms2,filtered_z_ms2,flags
2026-08-09T20:54:42.875+00:00,45.181276,355850,755400450,-142,349,8118,,,,,,,,,,-0.195,0.401,9.823,0x00000007
2026-08-09T20:54:42.982+00:00,45.287694,355900,755506567,-131,345,8153,,,,,,,,,,-0.202,0.397,9.828,0x00000007
2026-08-09T20:54:43.088+00:00,45.393848,355950,755612683,-152,349,8134,,,,,,,,,,-0.204,0.394,9.814,0x00000007
2026-08-09T20:54:43.194+00:00,45.499789,356000,755718799,-153,354,8143,,,,,,,,,,-0.203,0.413,9.824,0x00000007
2026-08-09T20:54:43.300+00:00,45.606097,356050,755824916,-134,358,8131,,,,,,,,,,-0.212,0.396,9.814,0x00000007
2026-08-09T20:54:43.406+00:00,45.712074,356100,755931032,-153,329,8140,,,,,,,,,,-0.210,0.406,9.819,0x00000007
2026-08-09T20:54:43.512+00:00,45.817898,356150,756037148,-156,332,8141,,,,,,,,,,-0.195,0.410,9.816,0x00000007
2026-08-09T20:54:43.619+00:00,45.924571,356200,756143264,-158,339,8132,,,,,,,,,,-0.203,0.417,9.840,0x00000007
2026-08-09T20:54:43.725+00:00,46.030476,356250,756249381,-157,367,8134,,,,,,,,,,-0.206,0.407,9.818,0x00000007
2026-08-09T20:54:43.830+00:00,46.136076,356300,756355497,-171,327,8142,,,,,,,,,,-0.187,0.411,9.827,0x00000007
2026-08-09T20:54:43.937+00:00,46.242860,356350,756461613,-144,350,8126,,,,,,,,,,-0.206,0.408,9.824,0x00000007
2026-08-09T20:54:44.043+00:00,46.348692,356400,756567730,-146,350,8139,,,,,,,,,,-0.209,0.413,9.828,0x00000007
2026-08-09T20:54:44.148+00:00,46.454333,356450,756673846,-152,313,8159,,,,,,,,,,-0.195,0.408,9.794,0x00000007
2026-08-09T20:54:44.255+00:00,46.560708,356500,756779963,-142,358,8142,,,,,,,,,,-0.210,0.406,9.818,0x00000007
2026-08-09T20:54:44.361+00:00,46.667042,356550,756886079,-139,358,8104,,,,,,,,,,-0.196,0.391,9.811,0x00000007
2026-08-09T20:54:44.467+00:00,46.772854,356600,756992195,-149,335,8143,,,,,,,,,,-0.210,0.413,9.831,0x00000007
